Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Viscosity, mPa.s",lg_Viscosity,Smiles#1,Smiles#2
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,acetic acid,0.3333,0.6667,313.15,94.54,1.975615598,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,acetic acid,0.3333,0.6667,318.15,75.82,1.87978378,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,acetic acid,0.3333,0.6667,323.15,59.99,1.778078862,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,acetic acid,0.3333,0.6667,328.15,57.86,1.762378429,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,acetic acid,0.3333,0.6667,333.15,41.67,1.6198235,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,308.15,414.5,2.617524535,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,313.15,297.01,2.472771072,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,318.15,213.6,2.329601248,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,323.15,160.74,2.206123964,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,328.15,148.3,2.171141151,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,2-hydroxypropanoic acid,0.3333,0.6667,333.15,93.36,1.970160843,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,308.15,385.16,2.585641178,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,313.15,266.06,2.424979587,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,318.15,214.46,2.331346302,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,323.15,142.45,2.153662454,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,328.15,112.76,2.052155067,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(triethyl)azanium;chloride,acetic acid,0.3333,0.6667,333.15,84.09,1.924744352,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,293.15,341.1,2.532881719,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,298.15,244.04,2.387461016,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,303.15,173.29,2.238773502,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,308.15,133.86,2.126650821,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,313.15,112.7,2.051923916,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,318.15,96.15,1.982949289,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,323.15,84.9,1.92890769,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,328.15,80.89,1.907894835,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,acetic acid,0.3333,0.6667,333.15,74.12,1.869935411,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],CC(=O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,293.15,151.3,2.179838928,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,113.01,2.053116875,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,303.15,85.38,1.93135615,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,68.62,1.836450714,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,55.25,1.742332282,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,49.83,1.697490887,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,39.11,1.592287816,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,35.04,1.544564097,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.3333,0.6667,333.15,22.39,1.350054094,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,293.15,22.19,1.346157302,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,298.15,20.36,1.308777774,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,303.15,18.98,1.278296208,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,308.15,17.68,1.247482261,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,313.15,16.68,1.222196046,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,318.15,15.96,1.203032887,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,323.15,15.56,1.192009593,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,328.15,14.72,1.16790781,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,333.15,14.41,1.158663981,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,293.15,138.51,2.141481129,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,298.15,101.44,2.006209241,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,303.15,78.19,1.893151213,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,308.15,62.66,1.796990391,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,313.15,51.54,1.712144414,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,318.15,43.77,1.641176547,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,323.15,38,1.579783597,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,328.15,33.92,1.530455844,C(=N)(N)N.Cl,C(CO)N
III,guanidine;hydrochloride,2-aminoethanol,0.3333,0.6667,333.15,28.81,1.459543258,C(=N)(N)N.Cl,C(CO)N
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,293.15,104.34,2.018450832,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,298.15,78.32,1.893872679,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,303.15,58.59,1.767823498,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,308.15,45.65,1.659440782,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,313.15,36.91,1.567144045,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,318.15,30.62,1.486005186,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,323.15,25.69,1.409764104,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,328.15,23.63,1.373463722,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2-diol",0.2,0.8,333.15,19.29,1.285332228,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(CO)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,293.15,163.95,2.214711421,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,298.15,119.53,2.07747692,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,303.15,86.33,1.936161741,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,308.15,67.43,1.82885316,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,313.15,52.49,1.720076573,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,318.15,43.48,1.638289535,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,323.15,36.44,1.561578368,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,328.15,30.66,1.486572151,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,acetic acid,0.2,0.8,333.15,21.59,1.334252642,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,293.15,142.95,2.15518416,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,298.15,118.49,2.073681699,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,303.15,97.73,1.990027899,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,308.15,80.56,1.906119458,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,313.15,67.73,1.830781076,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,318.15,55.87,1.747178671,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,323.15,49.01,1.690284703,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,328.15,45.23,1.655426588,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.25,0.75,333.15,43.24,1.635885685,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,293.15,149.85,2.175656747,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,298.15,110.52,2.043440876,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,303.15,82.47,1.916295995,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,308.15,66.19,1.820792381,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,313.15,53.79,1.730701544,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,318.15,41.94,1.622628426,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,323.15,36.12,1.557747742,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,328.15,30.75,1.48784512,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.2,0.8,333.15,27.12,1.433289685,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,308.15,365.74,2.563172461,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,313.15,243.95,2.387300822,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,318.15,170.58,2.23192811,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,323.15,124.79,2.096179785,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,328.15,91.2,1.959994838,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,methyl(triphenyl)phosphanium;bromide,4-oxopentanoic acid,0.25,0.75,333.15,71.33,1.853272224,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium;bromide,acetic acid,0.3333,0.6667,313.15,436.33,2.639815074,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
III,tetrabutylazanium;bromide,acetic acid,0.3333,0.6667,318.15,280.14,2.447375124,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
III,tetrabutylazanium;bromide,acetic acid,0.3333,0.6667,323.15,210.18,2.322591388,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
III,tetrabutylazanium;bromide,acetic acid,0.3333,0.6667,328.15,178.36,2.251297464,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
III,tetrabutylazanium;bromide,acetic acid,0.3333,0.6667,333.15,113.94,2.056676215,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,293.15,70.89,1.850584976,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,298.15,55.66,1.745543202,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,303.15,43.58,1.639287226,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,308.15,36.01,1.556423121,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,313.15,30.16,1.479431337,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,318.15,26.54,1.423900919,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,323.15,24.36,1.386677284,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,328.15,21.76,1.337658891,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.143,0.857,333.15,18.76,1.273232834,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,293.15,65.15,1.81391442,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,298.15,51.76,1.713994268,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,303.15,42.66,1.630020851,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,308.15,33.28,1.522183318,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,313.15,28.63,1.456821348,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,318.15,24.99,1.397766256,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,323.15,22.67,1.35545152,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,328.15,21.27,1.32776749,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;bromide,2-aminoethanol,0.125,0.875,333.15,19.26,1.284656283,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,293.15,365.26,2.562602115,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,298.15,256.81,2.409611931,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,303.15,177.91,2.25020036,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,308.15,134.48,2.1286577,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,313.15,112.46,2.050998079,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,318.15,92.16,1.964542466,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,323.15,79.55,1.900640184,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,328.15,72.67,1.86135516,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetrabutylazanium;chloride,acetic acid,0.3333,0.6667,333.15,64.07,1.806654724,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,293.15,22.64,1.354876423,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,298.15,20.85,1.319106059,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,303.15,19.19,1.283074975,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,308.15,17.67,1.24723655,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,313.15,16.28,1.211654401,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,318.15,15.02,1.176669933,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,323.15,13.91,1.14332713,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,328.15,12.93,1.111598525,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.3333,0.6667,333.15,12.08,1.082066934,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,293.15,31.37,1.496514519,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,298.15,27.52,1.43964843,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,303.15,23.7,1.374748346,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,308.15,21.18,1.325925956,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,313.15,19.35,1.286680969,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,318.15,16.59,1.219846386,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,323.15,14.64,1.165541077,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,328.15,14.05,1.147676324,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,acetic acid,0.25,0.75,333.15,13.86,1.14176323,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,293.15,24.57,1.390405156,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,298.15,21.5,1.33243846,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,303.15,19.45,1.288919606,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,308.15,16.99,1.230193379,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,313.15,15.51,1.190611798,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
III,tetraethylazanium;chloride,octanoic acid,0.25,0.75,318.15,14.56,1.163161375,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
