Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
III,tetrabutylazanium bromide,formic acid,0.5,0.5,298.15,37.2,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(=O)O
III,tetrabutylazanium bromide,propanedioic acid,0.5,0.5,298.15,38.2,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(=O)O)C(=O)O
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,298.15,36.1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,308.15,35.7,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,318.15,35.4,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,328.15,35.1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,338.15,34.7,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,348.15,34.4,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.14,0.86,358.15,34.1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,298.15,36,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,308.15,35.6,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,318.15,35.2,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,328.15,34.9,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,338.15,34.6,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,348.15,34.2,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.17,0.83,358.15,33.9,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,298.15,35.8,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,308.15,35.4,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,318.15,35,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,328.15,34.6,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,338.15,34.3,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,348.15,33.9,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,358.15,33.5,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,298.15,35.7,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,308.15,35.3,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,318.15,34.8,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,328.15,34.5,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,338.15,34,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,348.15,33.6,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,358.15,33.2,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,oxalic acid,0.5,0.5,298.15,42.7,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(=O)(C(=O)O)O
III,tetrabutylazanium bromide,propanoic acid,0.5,0.5,298.15,32.4,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857,0.143,313.15,40.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857,0.143,323.15,39.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857,0.143,333.15,39.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857,0.143,343.15,38.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857,0.143,353.15,37.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,313.15,38.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,323.15,37.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,333.15,37.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,343.15,36.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,353.15,35.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.889,0.111,313.15,39.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.889,0.111,323.15,39,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.889,0.111,333.15,38.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.889,0.111,343.15,37.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.889,0.111,353.15,36.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,313.15,38.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,323.15,37.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,333.15,36.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,343.15,35.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,353.15,33.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.909,0.091,313.15,40.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.909,0.091,323.15,39.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.909,0.091,333.15,37.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.909,0.091,343.15,36.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.909,0.091,353.15,34.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.917,0.083,313.15,43.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.917,0.083,323.15,41.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.917,0.083,333.15,38.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.917,0.083,343.15,37.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminobutanedioic acid,0.917,0.083,353.15,35.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.889,0.111,313.15,39.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.889,0.111,323.15,38.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.889,0.111,333.15,38.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.889,0.111,343.15,37.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.889,0.111,353.15,36.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,313.15,33.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,323.15,33.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,333.15,32.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,343.15,31.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,353.15,31.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.909,0.091,313.15,37.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.909,0.091,323.15,36.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.909,0.091,333.15,35.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.909,0.091,343.15,33.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.909,0.091,353.15,32.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,313.15,41.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,42.6,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,338.15,41.68,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,343.15,40.79,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,348.15,39.87,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,353.15,38.98,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,303.15,43.89,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,313.15,43.64,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,323.15,43.39,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,333.15,43.14,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,343.15,42.82,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,308.15,43.23,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,313.15,42.3,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,318.15,41.2,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,323.15,40.2,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,328.15,39.21,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,333.15,38.18,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,52.59,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,338.15,51.51,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,343.15,50.43,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,348.15,49.34,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,353.15,48.22,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,46.6,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,338.15,45.51,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,343.15,44.42,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,348.15,43.34,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,353.15,42.11,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,303.15,46.99,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,313.15,45.79,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,323.15,45.09,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,333.15,44.3,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,343.15,43.4,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.167,0.833,353.15,42.51,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,303.15,46.8,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,313.15,45.47,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,323.15,44.8,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,333.15,44.01,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,343.15,43.2,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,353.15,42.21,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,303.15,46.27,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,313.15,45.2,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,323.15,44.39,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,333.15,43.59,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,343.15,42.9,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,353.15,41.91,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,303.15,53.15,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,313.15,52.77,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,323.15,51.69,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,333.15,50.66,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,343.15,49.76,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.2,0.8,353.15,48.87,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,303.15,52.77,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,313.15,51.89,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,323.15,50.69,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,333.15,49.94,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,343.15,48.96,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.25,0.75,353.15,48.5,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,303.15,50.87,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,313.15,50.25,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,323.15,48.67,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,333.15,47.89,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,343.15,46.65,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.333,0.667,353.15,45.77,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,303.15,45.96,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,313.15,44.66,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,323.15,43.96,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,333.15,43.58,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,343.15,43.18,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,353.15,42.28,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
