Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,308.15,1.48464,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,318.15,1.48169,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,328.15,1.47851,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,338.15,1.47541,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,348.15,1.47164,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,298.15,1.4877,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,308.15,1.48423,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,318.15,1.48115,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,328.15,1.47778,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,338.15,1.47385,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,348.15,1.46989,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,298.15,1.48383,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,308.15,1.48033,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,328.15,1.47349,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,338.15,1.46989,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,348.15,1.46595,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,358.15,1.46234,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,288.15,1.4913,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,298.15,1.4849,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,318.15,1.4782,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,328.15,1.4745,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,338.15,1.4737,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,308.15,1.5542,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,328.15,1.5483,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,288.15,1.5708,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,298.15,1.5666,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,308.15,1.5656,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,318.15,1.5627,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,338.15,1.5578,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,293.15,1.5446,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,298.15,1.543,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,303.15,1.5413,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,308.15,1.5396,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,313.15,1.538,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,318.15,1.5363,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,328.15,1.5329,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,333.15,1.5313,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,338.15,1.5296,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,293.15,1.4955,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,298.15,1.4938,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,303.15,1.4921,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,308.15,1.4904,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,318.15,1.487,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,323.15,1.4853,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,328.15,1.4836,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,338.15,1.4802,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,343.15,1.4785,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,293.15,1.4817,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,298.15,1.4801,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,303.15,1.4784,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,308.15,1.4768,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,318.15,1.4735,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,323.15,1.4718,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,333.15,1.4684,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,338.15,1.4668,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,343.15,1.4651,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,293.15,1.5314,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,298.15,1.5297,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,303.15,1.528,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,313.15,1.5245,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,323.15,1.5211,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,328.15,1.5193,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,333.15,1.5176,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,338.15,1.5158,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,343.15,1.5141,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,298.15,1.4927,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,303.15,1.4909,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,308.15,1.4892,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,313.15,1.4874,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,318.15,1.4857,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,328.15,1.4822,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,333.15,1.4804,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,343.15,1.4769,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,293.15,1.4803,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,298.15,1.4786,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,303.15,1.4769,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,308.15,1.4752,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,318.15,1.4717,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,323.15,1.47,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,328.15,1.4683,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,338.15,1.4649,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,343.15,1.4632,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,293.15,1.52077,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,298.15,1.51904,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,303.15,1.51732,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,308.15,1.51557,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,313.15,1.51383,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,323.15,1.5103,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,328.15,1.5083,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,338.15,1.50466,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,343.15,1.50288,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,293.15,1.50867,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,298.15,1.50694,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,308.15,1.5034,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,313.15,1.50162,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,318.15,1.49961,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,323.15,1.49793,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,328.15,1.49584,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,333.15,1.4942,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,343.15,1.49064,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,293.15,1.49579,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,303.15,1.49224,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,308.15,1.49037,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,313.15,1.48865,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,318.15,1.4869,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,328.15,1.48313,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,333.15,1.48114,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,338.15,1.47935,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,343.15,1.47746,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.25,0.75,298.15,1.5678,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,298.15,1.553,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.5917,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,298.15,1.5715,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,1.5417,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,298.15,1.5263,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.1597,0.8403,298.15,1.5178,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,tetrabutylphosphanium bromide,"ethane-1,2-diol",0.3333,0.6667,298.15,1.4872,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C(CO)O
III,tetrabutylphosphanium bromide,"ethane-1,2-diol",0.3333,0.6667,303.15,1.4857,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C(CO)O
III,tetrabutylphosphanium bromide,"ethane-1,2-diol",0.3333,0.6667,313.15,1.4818,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C(CO)O
