Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Heat_capacity, J.mol-1.K-1",Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,323.15,433,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,325.65,433.5,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,328.15,435.4,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,330.65,436.7,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,333.15,437.5,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,335.65,438.6,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,338.15,439.7,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,340.65,440.6,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,343.15,442.1,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,345.65,446.1,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,348.15,447.2,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,350.65,446.8,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3333,0.6667,353.15,449.4,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,190.8,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,308.15,192.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,313.15,194,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,318.15,194.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,323.15,196.4,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,328.15,197.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,333.15,199.2,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,338.15,200.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,343.15,202.1,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,348.15,203.9,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,353.15,205.6,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,298.15,311.5,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,300.65,313.8,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,303.15,316.7,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,305.65,319.4,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,308.15,322,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,310.65,324.2,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,313.15,326.2,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,315.65,328.3,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,318.15,330.5,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,320.65,332.6,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,323.15,334.1,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,325.65,334.9,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,328.15,335.8,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,330.65,336.1,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,333.15,335.8,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,335.65,335.7,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,338.15,335.2,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,340.65,334.7,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,343.15,335.2,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
