Number of components,Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Density, g/cm3",Smiles#1,Smiles#2
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,343.15,0.859,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,348.15,0.8553,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,353.15,0.8515,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,358.15,0.8476,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,363.15,0.8438,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,368.15,0.8398,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,373.15,0.8359,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,278.15,0.9148,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,283.15,0.911,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,288.15,0.9073,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,293.15,0.9036,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,298.15,0.8998,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,303.15,0.8961,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,308.15,0.8924,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,313.15,0.8887,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,318.15,0.8849,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,323.15,0.8811,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,328.15,0.8773,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,333.15,0.8735,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,338.15,0.8697,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,343.15,0.8658,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,348.15,0.8619,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,353.15,0.858,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,358.15,0.8541,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,363.15,0.8502,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,368.15,0.8462,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,373.15,0.8422,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,313.15,0.8814,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,318.15,0.8777,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,323.15,0.8741,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,328.15,0.8703,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,333.15,0.8666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,338.15,0.8629,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,343.15,0.8591,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,348.15,0.8553,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,353.15,0.8513,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,358.15,0.8475,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,363.15,0.8436,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,368.15,0.8396,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.85,0.15,373.15,0.8355,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,313.15,0.881,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,318.15,0.8774,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,323.15,0.8737,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,328.15,0.87,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,333.15,0.8662,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,338.15,0.8624,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,343.15,0.8587,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,348.15,0.8549,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,353.15,0.8511,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,358.15,0.8472,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,363.15,0.8433,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,368.15,0.8393,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,373.15,0.8353,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
2,5,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,(2S)-2-hydroxypropanoic acid,0.1,0.9,298.15,1.277219,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[C@@H](C(=O)O)O
2,5,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,(2S)-2-hydroxypropanoic acid,0.1,0.9,303.15,1.273402,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[C@@H](C(=O)O)O
2,5,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,(2S)-2-hydroxypropanoic acid,0.1,0.9,308.15,1.269543,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[C@@H](C(=O)O)O
2,5,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,(2S)-2-hydroxypropanoic acid,0.1,0.9,313.15,1.26567,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[C@@H](C(=O)O)O
2,5,"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",dodecanoic acid,0.3333,0.6667,298,1.00875,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CC(C(=O)O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,298,0.9495,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC(C(=O)O)O
2,3,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.25,0.75,298.15,1.505,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O
2,3,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.286,0.714,298.15,1.542,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O
2,3,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.3333,0.6667,298.15,1.503,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,293,0.9449,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,293.15,0.9461,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,298,0.9409,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,298.15,0.9419,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,303,0.9369,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,303.15,0.9377,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,308,0.9329,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,308.15,0.9335,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,313,0.9289,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,313.15,0.9293,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,318,0.9247,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,318.15,0.9251,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,323,0.9206,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,323.15,0.9208,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.2,0.8,328,0.9164,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,293,0.9525,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,293.15,0.954,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,298,0.9484,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,298.15,0.9497,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,303,0.9443,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,303.15,0.9454,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,308,0.9402,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,308.15,0.9411,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,313,0.9361,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,313.15,0.9368,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,318,0.9319,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,318.15,0.9325,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,323,0.9277,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,323.15,0.9282,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.25,0.75,328,0.9235,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,293,0.9609,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,293.15,0.9624,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,298,0.9568,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,298.15,0.9583,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,303,0.9528,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,303.15,0.954,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,308,0.9487,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,308.15,0.9497,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,313,0.9447,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,313.15,0.9455,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,318,0.9406,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,318.15,0.9412,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,323,0.9364,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,323.15,0.937,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",decanoic acid,0.3333,0.6667,328,0.9323,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,293,0.9496,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,298,0.9456,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,303,0.9416,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,308,0.9376,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,313,0.9336,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,318,0.9296,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,323,0.92555,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",dodecanoic acid,0.3333,0.6667,328,0.9215,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCCCCCCCCCCC(=O)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,293,0.9891,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,298,0.9854,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,303,0.9816,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,308,0.9779,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,313,0.9742,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",5-methyl-2-propan-2-ylphenol,0.3333,0.6667,318,0.9704,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
