Number of components,Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Density, g/cm3",Smiles#1,Smiles#2
2,3,benzyl(tripropyl)azanium;chloride,oxalic acid,0.5,0.5,328.15,1.238,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
2,3,benzyl(tripropyl)azanium;chloride,oxalic acid,0.5,0.5,333.15,1.234,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
2,3,benzyl(tripropyl)azanium;chloride,oxalic acid,0.5,0.5,338.15,1.231,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
2,3,benzyl(tripropyl)azanium;chloride,oxalic acid,0.5,0.5,343.15,1.228,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
2,3,benzyl(tripropyl)azanium;chloride,oxalic acid,0.5,0.5,348.15,1.224,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,293.15,1.06026,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,298.15,1.05698,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,303.15,1.05373,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,308.15,1.05047,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,313.15,1.04719,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,318.15,1.04391,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,323.15,1.04064,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,328.15,1.03737,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,333.15,1.03412,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,338.15,1.03087,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,benzyl(tripropyl)azanium;chloride,phenol,0.25,0.75,343.15,1.02764,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,293.15,1.06249,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,298.15,1.05913,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,303.15,1.05572,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,308.15,1.05229,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,313.15,1.04884,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,318.15,1.04537,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,323.15,1.04189,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,328.15,1.03837,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.143,0.857,333.15,1.03484,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,293.15,1.06653,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,298.15,1.06322,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,303.15,1.05986,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,308.15,1.05648,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,313.15,1.05308,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,318.15,1.04967,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,323.15,1.04625,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,328.15,1.0428,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.167,0.833,333.15,1.03934,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,293.15,1.07253,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,298.15,1.06933,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,303.15,1.06602,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,308.15,1.06269,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,313.15,1.05936,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,318.15,1.05601,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,323.15,1.05265,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,328.15,1.04928,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,2-diol",0.2,0.8,333.15,1.04589,C[N+](C)(C)CC(=O)[O-],CC(CO)O
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,293.15,1.07708,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,298.15,1.07395,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,303.15,1.07075,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,308.15,1.06754,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,313.15,1.06429,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,318.15,1.06103,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,323.15,1.05779,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,328.15,1.05433,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.143,0.857,333.15,1.05108,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,293.15,1.0809,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,298.15,1.07785,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,303.15,1.07481,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,308.15,1.07177,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,313.15,1.06872,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,318.15,1.06568,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,323.15,1.06263,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,328.15,1.05958,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"propane-1,3-diol",0.167,0.833,333.15,1.05652,C[N+](C)(C)CC(=O)[O-],C(CO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,293.15,1.04224,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,298.15,1.03926,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,303.15,1.03627,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,308.15,1.03328,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,313.15,1.03027,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,318.15,1.02728,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,323.15,1.02427,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,328.15,1.02124,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,"butane-1,4-diol",0.143,0.857,333.15,1.01819,C[N+](C)(C)CC(=O)[O-],C(CCO)CO
2,3,2-(trimethylazaniumyl)acetate,2-chlorobenzoic acid,0.3333,0.6667,338.15,1.27,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,2-chlorobenzoic acid,0.3333,0.6667,348.15,1.25,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,2-chlorobenzoic acid,0.3333,0.6667,363.15,1.23,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,2-chlorobenzoic acid,0.3333,0.6667,373.15,1.22,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.3333,0.6667,303.15,1.27,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.3333,0.6667,328.15,1.25,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.3333,0.6667,338.15,1.23,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.3333,0.6667,348.15,1.22,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,furan-2-carboxylic acid,0.3333,0.6667,363.15,1.21,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,4-chlorobenzoic acid,0.3333,0.6667,338.15,1.27,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,4-chlorobenzoic acid,0.3333,0.6667,348.15,1.25,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,4-chlorobenzoic acid,0.3333,0.6667,363.15,1.23,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,4-chlorobenzoic acid,0.3333,0.6667,373.15,1.22,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl
2,3,2-(trimethylazaniumyl)acetate,benzoic acid,0.3333,0.6667,353.15,1.18,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,benzoic acid,0.3333,0.6667,363.15,1.17,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,benzoic acid,0.3333,0.6667,373.15,1.15,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.3333,0.6667,298.15,1.22,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.3333,0.6667,323.15,1.21,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.3333,0.6667,333.15,1.2,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.3333,0.6667,348.15,1.19,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,(2R)-2-hydroxy-2-phenylacetic acid,0.3333,0.6667,363.15,1.18,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)[C@H](C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,318.15,1.301,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,323.15,1.298,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,328.15,1.294,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,333.15,1.291,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,338.15,1.288,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,343.15,1.285,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,348.15,1.282,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,353.15,1.278,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,358.15,1.275,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,363.15,1.271,C[N+](C)(C)CC(=O)[O-],C(C(C(=O)O)O)C(=O)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,293.15,1.12716,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,298.15,1.12396,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,303.15,1.12072,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,308.15,1.1174,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,313.15,1.11424,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,318.15,1.11099,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,323.15,1.10774,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,328.15,1.10447,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.143,0.857,333.15,1.10119,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,293.15,1.12794,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,298.15,1.12445,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,303.15,1.12091,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,308.15,1.11744,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,313.15,1.11403,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,318.15,1.11058,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,323.15,1.10723,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,328.15,1.10394,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,333.15,1.1001,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,293.15,1.13222,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,298.15,1.12885,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,303.15,1.12543,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,308.15,1.12198,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,313.15,1.11861,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,318.15,1.11529,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,323.15,1.11187,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,328.15,1.10855,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,333.15,1.10523,C[N+](C)(C)CC(=O)[O-],C(CO)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.3333,0.6667,298.15,1.27,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.3333,0.6667,323.15,1.25,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.3333,0.6667,333.15,1.24,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.3333,0.6667,348.15,1.23,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxyacetic acid,0.3333,0.6667,363.15,1.22,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.25,0.75,298.15,1.525,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
2,3,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.286,0.714,298.15,1.49,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
2,3,2-(trimethylazaniumyl)acetate,"1,1,1,3,3,3-hexafluoropropan-2-ol",0.3333,0.6667,298.15,1.476,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,293.15,1.2111,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,298.15,1.208,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,303.15,1.205,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,308.15,1.202,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,313.15,1.198,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,318.15,1.195,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,323.15,1.192,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,328.15,1.189,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,333.15,1.186,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,338.15,1.183,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,343.15,1.18,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,348.15,1.176,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,353.15,1.173,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,358.15,1.17,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.5,0.5,363.15,1.167,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,293.15,1.2089,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,298.15,1.2051,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,303.15,1.2012,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,308.15,1.1972,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,313.15,1.1933,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,318.15,1.1894,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,323.15,1.1854,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,328.15,1.1815,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,333.15,1.1775,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,338.15,1.1735,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.167,0.833,343.15,1.1696,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.3333,0.6667,298.15,1.2014,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
2,3,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.3333,0.6667,303.15,1.1979,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
