Type of DES,Component#1,Component#2,X#1,X#2,"Melting_point, K",Smiles#1,Smiles#2,"T#1, K","T#2, K"
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.899,0.101,512.35,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.849,0.151,478.98,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.8,0.2,431.68,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.75,0.25,387.12,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.686,0.314,343.55,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.6,0.4,348.98,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.549,0.451,356.75,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.501,0.499,364.05,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.448,0.552,370.98,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.4,0.6,379.48,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.35,0.65,384.02,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3,0.7,393.48,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.252,0.748,397.98,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.2,0.8,404.48,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.15,0.85,411.35,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.102,0.898,418.28,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.062,0.938,423.15,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,578.15,428.56
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.898,0.102,516.9,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.802,0.198,468.3,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.699,0.301,416.7,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.599,0.401,372.3,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.499,0.501,328.7,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.395,0.605,340.4,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.3,0.7,368.9,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.2,0.8,394.2,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.1,0.9,429.6,C[N+](C)(C)CCO.[Cl-],C[C@@]12CC[C@@H](C1(C)C)CC2=O,578.15,449.65
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,310.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,283.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,286.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,293.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.4,0.6,301.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.3333,0.6667,306.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.2857,0.7143,309.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.25,0.75,313.15,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,578.15,377.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,317.15,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,422.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6667,0.3333,288.15,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,422.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,297.15,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,422.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,304.15,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,422.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.4,0.6,312.15,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,422.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",0.5,0.5,385.15,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,440.66
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.9,0.1,547.75,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.798,0.202,496.65,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7,0.3,438.88,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,377.52,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.501,0.499,332.52,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.401,0.599,353.58,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.3,0.7,364.48,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.2,0.8,377.85,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.101,0.899,391.75,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,578.15,406.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.896,0.104,531.356,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.813,0.187,494.28,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.798,0.202,486.864,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.698,0.302,418.644,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.595,0.405,363.771,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.577,0.423,347.458,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.566,0.434,335.938,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.524,0.476,320.312,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.503,0.497,301.562,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.5,0.5,298.15,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.455,0.545,309.375,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.385,0.615,321.875,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.381,0.619,331.144,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.315,0.685,342.188,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.192,0.808,343.75,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.135,0.865,350,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.122,0.878,359.322,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,578.15,365.15
III,tetrabutylazanium;bromide,decanoic acid,0.3333,0.6667,289.65,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCC(=O)O,390.8,304.8
III,tetraheptylazanium;chloride,decanoic acid,0.3333,0.6667,256.5,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCCC(=O)O,312.15,304.8
III,methyl(trioctyl)azanium;bromide,decanoic acid,0.3333,0.6667,282.1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,311.65,304.8
III,methyl(trioctyl)azanium;chloride,decanoic acid,0.3333,0.6667,273.1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCCCC(=O)O,253.15,304.8
III,tetrabutylazanium;bromide,2-(2-hydroxyethylamino)ethanol,0.143,0.857,205.39,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)NCCO,390.8,301.05
III,tetrapropylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.6,0.4,340.6914,CCC[N+](CCC)(CCC)CCC.[Br-],C([C@H]([C@H](CO)O)O)O,583,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.904,0.096,370.3,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.788,0.212,363.1,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.747,0.253,358.3,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.588,0.412,344.5,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.502,0.498,355.9,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.4,0.6,368.8,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.2857,0.7143,379,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.233,0.767,380.2,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",0.088,0.912,393.1,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,375.9,394.7
III,methyl(trioctyl)azanium;chloride,ethyl 4-hydroxybenzoate,0.3333,0.6667,210.15,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCOC(=O)C1=CC=C(C=C1)O,253.15,390.15
III,2-hydroxyethyl(trimethyl)azanium;acetate,"ethane-1,2-diol",0.3333,0.6667,296.15,CC(=O)[O-].C[N+](C)(C)CCO,C(CO)O,362.62,260.6
III,tetrapropylazanium;bromide,"ethane-1,2-diol",0.25,0.75,259.85,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,583,260.6
III,tetrapropylazanium;bromide,"ethane-1,2-diol",0.2,0.8,249.75,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,583,260.6
III,tetrapropylazanium;bromide,"ethane-1,2-diol",0.1667,0.8333,255.65,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,583,260.6
III,tetrapropylazanium;chloride,"ethane-1,2-diol",0.25,0.75,259.85,CCC[N+](CCC)(CCC)CCC.[Cl-],C(CO)O,514.15,260.6
III,tetrapropylazanium;chloride,"ethane-1,2-diol",0.2,0.8,249.75,CCC[N+](CCC)(CCC)CCC.[Cl-],C(CO)O,514.15,260.6
III,tetrapropylazanium;chloride,"ethane-1,2-diol",0.1667,0.8333,255.65,CCC[N+](CCC)(CCC)CCC.[Cl-],C(CO)O,514.15,260.6
III,tetrabutylazanium;bromide,"ethane-1,2-diol",0.3333,0.6667,248.22,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)O,390.8,260.6
III,tetrabutylazanium;chloride,"ethane-1,2-diol",0.3333,0.6667,243.02,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,344,260.6
III,tetrabutylazanium;chloride,"ethane-1,2-diol",0.2,0.8,256.31,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,344,260.6
III,azanium;thiocyanate,"ethane-1,2-diol",0.25,0.75,225.7,C(#N)[S-].[NH4+],C(CO)O,422.75,260.6
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.6667,0.3333,424.32,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,603.15,260.6
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.3333,0.6667,322.17,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,603.15,260.6
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.25,0.75,321.06,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,603.15,260.6
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.1667,0.8333,333.5,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O,603.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.95,0.05,568.722,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.901,0.099,533.04,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.849,0.151,495.374,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.803,0.197,463.656,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.747,0.253,433.921,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.694,0.306,416.079,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.638,0.362,384.361,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.602,0.398,370.485,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.549,0.451,348.678,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.48,0.52,297.137,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.398,0.602,241.63,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.3333,0.6667,262.28,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.303,0.697,247.577,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,265.19,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,236.71,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.184,0.816,249.559,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.1667,0.8333,237.71,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.104,0.896,253.524,C[N+](C)(C)CCO.[Cl-],C(CO)O,578.15,260.6
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.5,0.5,352.08,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,504.15,260.6
