Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Electrical_conductivity, S.cm-1",lg_Conductivity,Smiles#1,Smiles#2,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,303.15,2.57E-03,-2.590066877,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,308.15,3.10E-03,-2.508218224,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,313.15,3.85E-03,-2.415103656,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,318.15,4.44E-03,-2.352910571,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,323.15,5.07E-03,-2.294820755,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,328.15,6.28E-03,-2.202109517,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,333.15,7.11E-03,-2.148130399,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,338.15,8.17E-03,-2.087831104,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,343.15,9.50E-03,-2.022459294,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,348.15,1.03E-02,-1.986741335,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.1667,0.8333,353.15,1.12E-02,-1.95093711,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,6.20E-05,-4.207608311,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,303.15,1.24E-04,-3.906578315,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,308.15,1.86E-04,-3.730487056,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,313.15,2.77E-04,-3.557520231,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,318.15,4.05E-04,-3.392544977,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,323.15,4.96E-04,-3.304518324,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,328.15,7.01E-04,-3.154281982,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,333.15,8.58E-04,-3.066512712,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,338.15,1.16E-03,-2.935542011,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,343.15,1.49E-03,-2.825940192,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,348.15,1.81E-03,-2.74208155,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3333,0.6667,353.15,2.15E-03,-2.666754301,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,298.15,1.03E-04,-3.987162775,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,303.15,1.72E-04,-3.764471553,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,308.15,3.19E-04,-3.496209317,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,313.15,3.94E-04,-3.404503778,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,318.15,5.49E-04,-3.260427656,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,323.15,7.19E-04,-3.14327111,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,328.15,9.27E-04,-3.032920266,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,333.15,1.12E-03,-2.949233689,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,338.15,1.49E-03,-2.827689031,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,343.15,1.78E-03,-2.750068243,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,348.15,2.20E-03,-2.658367664,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,353.15,2.60E-03,-2.58519372,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,298.15,1.16E-04,-3.935542011,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,303.15,1.98E-04,-3.70333481,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,308.15,3.70E-04,-3.431798276,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,313.15,4.10E-04,-3.387216143,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,318.15,6.07E-04,-3.216811309,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,323.15,8.16E-04,-3.088309841,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,328.15,9.65E-04,-3.015472687,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,333.15,1.23E-03,-2.909036923,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,338.15,1.61E-03,-2.793713956,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,343.15,1.97E-03,-2.705313376,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,348.15,2.87E-03,-2.541513236,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,353.15,3.59E-03,-2.444421927,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,278.15,3.80E-05,-4.420216403,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,288.15,8.30E-05,-4.080921908,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,298.15,1.65E-04,-3.782516056,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,308.15,3.15E-04,-3.501689446,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,318.15,5.55E-04,-3.255707017,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,328.15,9.01E-04,-3.045275209,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,338.15,1.27E-03,-2.896538378,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,348.15,1.82E-03,-2.740884156,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,358.15,2.42E-03,-2.616184634,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,368.15,3.15E-03,-2.501689446,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,298.15,6.39E-04,-3.194499142,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,303.15,7.87E-04,-3.104025268,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,313.15,1.12E-03,-2.951558196,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,323.15,1.69E-03,-2.771086594,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,333.15,2.34E-03,-2.630598586,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,methyl(triphenyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,343.15,3.34E-03,-2.476383581,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.11E-03,-2.954677021,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,303.15,1.33E-03,-2.877784122,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,308.15,1.57E-03,-2.802995272,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,313.15,1.86E-03,-2.73072061,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,318.15,3.01E-03,-2.521433504,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,323.15,3.54E-03,-2.450628848,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,328.15,4.08E-03,-2.389339837,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,333.15,4.65E-03,-2.332360294,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,338.15,5.30E-03,-2.275970027,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,343.15,5.94E-03,-2.226140448,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,348.15,6.59E-03,-2.181378274,CCCN.Br,C(C(CO)O)O,,,
III,propan-1-amine;hydrobromide,"propane-1,2,3-triol",0.3333,0.6667,353.15,7.45E-03,-2.128076968,CCCN.Br,C(C(CO)O)O,,,
III,trimethyl(phenyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,4.23E-03,-2.373659633,C[N+](C)(C)C1=CC=CC=C1.[Cl-],C(CO)O,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,293.15,8.90E-05,-4.050609993,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,298.15,1.17E-04,-3.931814138,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,303.15,1.52E-04,-3.818156412,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,308.15,2.14E-04,-3.669586227,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,313.15,2.69E-04,-3.57024772,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,318.15,3.33E-04,-3.477555766,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,323.15,4.03E-04,-3.394694954,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,328.15,4.78E-04,-3.320572103,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,nonan-1-ol,0.2,0.8,333.15,5.46E-04,-3.262807357,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCCCCCCCO,,,
III,tetrabutylazanium bromide,acetic acid,0.5,0.5,298.15,7.60E-05,-4.119186408,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,,
III,tetrabutylazanium bromide,formic acid,0.5,0.5,298.15,1.10E-04,-3.958607315,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(=O)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,293.15,3.81E-04,-3.419075024,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,303.15,4.90E-04,-3.30980392,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,313.15,7.07E-04,-3.150580586,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,323.15,8.98E-04,-3.046723663,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,333.15,1.20E-03,-2.92190585,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,343.15,1.42E-03,-2.84924356,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,2-(2-hydroxyethoxy)ethanol,0.3333,0.6667,353.15,1.99E-03,-2.702020756,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(COCCO)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,298.15,1.62E-04,-3.790484985,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,303.15,2.00E-04,-3.698970004,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,308.15,2.73E-04,-3.563837353,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,313.15,3.81E-04,-3.419075024,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,318.15,4.72E-04,-3.326058001,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,323.15,5.45E-04,-3.263603498,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,328.15,6.35E-04,-3.197226275,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,333.15,7.26E-04,-3.139063379,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,338.15,9.05E-04,-3.043351421,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,343.15,1.08E-03,-2.965371543,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,"propane-1,2,3-triol",0.2,0.8,348.15,1.24E-03,-2.90517962,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,293.15,2.40E-04,-3.619788758,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,303.15,5.20E-04,-3.283996656,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,313.15,1.00E-03,-3,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,323.15,1.80E-03,-2.744727495,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,333.15,3.00E-03,-2.522878745,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,343.15,4.60E-03,-2.337242168,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,353.15,6.50E-03,-2.187086643,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,363.15,9.00E-03,-2.045757491,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,373.15,1.20E-02,-1.920818754,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,383.15,1.40E-02,-1.853871964,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,393.15,1.70E-02,-1.769551079,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,1H-imidazole,0.3,0.7,403.15,1.90E-02,-1.721246399,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C1=CN=CN1,,,
III,tetrabutylazanium bromide,2-hydroxybutanedioic acid,0.5,0.5,298.15,2.90E-05,-4.537602002,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(C(=O)O)O)C(=O)O,,,
III,tetrabutylazanium bromide,oxalic acid,0.5,0.5,298.15,6.80E-05,-4.167491087,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(=O)(C(=O)O)O,,,
III,tetrabutylazanium bromide,propanoic acid,0.5,0.5,298.15,8.90E-05,-4.050609993,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,303.15,3.00E-06,-5.522878745,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,313.15,2.00E-05,-4.698970004,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,323.15,2.80E-05,-4.552841969,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,333.15,9.50E-05,-4.022276395,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,343.15,1.41E-04,-3.850780887,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.8571,0.1429,353.15,3.50E-04,-3.455931956,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,303.15,2.00E-06,-5.698970004,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C[C@@H](C(=O)O)N)CN=C(N)N,,,
